"district_code","district_name","municipality","pop_density","pop","land_ha","water_ha","tot_ha","av_inc_rec","num_inc_rec","house_stock","av_house_val","year"
"WK059904","Overschie","Rotterdam",1190,19535,1642,90,1732,41,14500,8844,308,2022
"WK059905","Noord","Rotterdam",10257,52425,511,24,535,37.8,43500,27526,294,2022
"WK059906","Hillegersberg-Schiebroek","Rotterdam",3826,44485,1163,163,1326,48.2,33900,20852,405,2022
"WK059908","Kralingen-Crooswijk","Rotterdam",5254,54725,1042,235,1277,37,43300,28295,325,2022
"WK059910","Feijenoord","Rotterdam",11767,77935,662,192,855,32.2,60500,37190,249,2022
"WK059912","IJsselmonde","Rotterdam",5190,61180,1179,130,1309,31.3,47100,28936,213,2022
"WK059913","Pernis","Rotterdam",3079,4860,158,4,162,36.6,4000,2268,239,2022
"WK059914","Prins Alexander","Rotterdam",5502,95625,1738,122,1860,37.9,76700,46211,292,2022
"WK059915","Charlois","Rotterdam",6225,69645,1119,71,1190,29.2,53300,34141,186,2022
"WK059916","Hoogvliet","Rotterdam",3799,35575,936,99,1036,34.1,28300,16168,236,2022
"WK059917","Hoek van Holland","Rotterdam",729,10340,1419,434,1853,36.8,8600,5792,311,2022
"WK059918","Spaanse Polder","Rotterdam",48,90,184,20,204,NA,100,30,349,2022
"WK059919","Nieuw Mathenesse","Rotterdam",900,1110,123,84,207,NA,1000,866,193,2022
"WK059921","Waalhaven-Eemhaven","Rotterdam",3,30,900,601,1501,NA,0,33,NA,2022
"WK059922","Vondelingenplaat","Rotterdam",NA,0,719,232,951,NA,0,0,NA,2022
"WK059923","Botlek-Europoort-Maasvlakte","Rotterdam",0,10,6847,4697,11543,NA,0,4,NA,2022
"WK059924","Rotterdam-Noord-West","Rotterdam",NA,5,111,6,116,NA,0,1,NA,2022
"WK059925","Rivium","Rotterdam",NA,0,10,2,12,NA,0,0,NA,2022
"WK059927","Rozenburg","Rotterdam",2756,12455,452,198,650,36.1,10000,5837,230,2022
